asset_name,asset_type_name,model_number,serial_number,asset_tag,qr_code,item_value,item_value_currency_code,purchase_cost,purchase_cost_currency_code,purchase_type_name,purchase_order_number,other_purchase_details,supplier_data,salvage_value,warranty,warranty_condition_type_name,warranty_expiry_date,warranty_usage_name,warranty_usage_value,insurance_number,insurance_expiry_date,expected_life_time,expected_life_time_unit_name,depreciation_value,depreciation_method_name,depreciation_start_date,decline_rate,total_estimated_units,manufacturer,responsible_person_name,department_name,latitude,longitude,received_condition_id,asset_category_name,asset_sub_category_name,asset_tags
Asset 0054,Tangible assets,LEN-MODEL-00054,SN-0000000054,TAG-000054,,8276.48,EUR,7205.73,LKR,Purchase,PO-2025-3029,Purchase details for Asset 0054,"{""name"":""Apple Business"",""email"":""business@apple.com"",""type"":""Company""}",901.62,5 years,Usage based,2029-05-23,Hours,9515,INS000054,2028-08-23,6,Month,1229.14,Units of Production,2024-03-11,13.3,22,Lenovo,ffd,Negombo test,7.461,79.9238,1,Electronics,Tablets,"IT,Critical,Active"
Asset 0055,Operating assets,APPLE-MODEL-00055,SN-0000000055,TAG-000055,,691.25,EUR,626.35,GBP,Rent,PO-2025-9714,Purchase details for Asset 0055,"{""name"":""Cisco Systems"",""email"":""sales@cisco.com"",""type"":""Company""}",89.85,4 years,Combined,2030-09-12,Cycles,13275,INS000055,2028-01-05,12,Hour,50.12,Sum of the Years Digits,2024-09-26,11.08,10,Dell Inc.,Chamod Randeni,Negombo test,7.1358,80.4587,5,Network Equipment,Tablets,"Software,Low Priority,Standby"
Asset 0056,Operating assets,LEN-MODEL-00056,SN-0000000056,TAG-000056,,6300.7,GBP,5536.19,EUR,Rent,PO-2025-1014,Purchase details for Asset 0056,"{""name"":""Apple Business"",""email"":""business@apple.com"",""type"":""Company""}",807.77,2 years,Time based,2029-05-09,Cycles,47177,INS000056,2026-04-23,14,Month,392.35,Declining Balance,2024-12-07,15.42,29,Samsung,ffd,Negombo test,6.8551,80.2603,4,Tools,Servers,"Software,Low Priority,Standby"
Asset 0057,Operating assets,LEN-MODEL-00057,SN-0000000057,TAG-000057,,6134.64,EUR,5670.07,EUR,Hire,PO-2025-2023,Purchase details for Asset 0057,"{""name"":""Apple Business"",""email"":""business@apple.com"",""type"":""Company""}",665.69,5 years,Combined,2030-06-21,Kilometers,44302,INS000057,2028-09-15,8,Hour,683.62,Declining Balance,2025-01-21,26.78,50,HP Inc.,ffd,Negombo test,6.627,80.0236,2,Furniture,Routers,"Software,Low Priority,Standby"
Asset 0058,Operating assets,CISCO-MODEL-00058,SN-0000000058,TAG-000058,,6364.05,EUR,5925.99,EUR,Purchase,PO-2025-5250,Purchase details for Asset 0058,"{""name"":""HP Enterprise"",""email"":""enterprise@hp.com"",""type"":""Company""}",671.99,2 years,Time based,2029-07-15,Days,30941,INS000058,2026-12-20,8,Year,711.51,Straightline,2025-05-10,23.02,73,SAP,ffd,Negombo test,7.3502,79.6582,1,Furniture,Tablets,"Hardware,Standard,Reserve"
Asset 0059,Intangible assets,DELL-MODEL-00059,SN-0000000059,TAG-000059,,2888.85,LKR,2476.27,GBP,Lease,PO-2025-6524,Purchase details for Asset 0059,"{""name"":""Dell Direct"",""email"":""sales@dell.com"",""type"":""Company""}",383.91,5 years,Usage based,2028-02-28,Hours,22296,INS000059,2028-02-02,13,Day,192.69,Units of Production,2024-02-27,19.61,91,Samsung,ffd,Negombo test,6.7871,79.6966,4,Electronics,Monitors,"Network,High Priority,Maintenance"
Asset 0060,Tangible assets,DELL-MODEL-00060,SN-0000000060,TAG-000060,,6350.2,LKR,5949.67,GBP,Lease,PO-2025-3018,Purchase details for Asset 0060,"{""name"":""Lenovo Enterprise"",""email"":""business@lenovo.com"",""type"":""Company""}",832.93,3 years,Usage based,2029-06-23,Days,45390,INS000060,2026-02-07,14,Hour,394.09,Straightline,2025-06-19,16.67,4,Samsung,Chamod Randeni,Negombo test,7.4367,79.9785,1,Tools,Printers,"Hardware,Standard,Reserve"
Asset 0061,Intangible assets,DELL-MODEL-00061,SN-0000000061,TAG-000061,,1100.95,USD,955.57,GBP,Purchase,PO-2025-4129,Purchase details for Asset 0061,"{""name"":""Tech Solutions Inc"",""email"":""contact@techsolutions.com"",""type"":""Company""}",156.67,4 years,Usage based,2030-12-12,Hours,48847,INS000061,2026-02-04,12,Hour,78.69,Straightline,2025-01-11,13.62,12,SAP,ffd,Negombo test,6.9804,80.114,3,Tools,Laptops,"Software,Low Priority,Standby"
Asset 0062,Operating assets,DELL-MODEL-00062,SN-0000000062,TAG-000062,,2758.83,EUR,2457.88,GBP,Purchase,PO-2025-3877,Purchase details for Asset 0062,"{""name"":""Apple Business"",""email"":""business@apple.com"",""type"":""Company""}",400.27,3 years,Time based,2027-02-03,Days,8669,INS000062,2027-06-01,9,Hour,262.06,Declining Balance,2025-09-08,26.96,38,Microsoft,Chamod Randeni,Negombo test,6.8464,80.3292,2,Machinery,Printers,"Hardware,Standard,Reserve"
Asset 0063,Operating assets,APPLE-MODEL-00063,SN-0000000063,TAG-000063,,8012.58,LKR,6933.99,LKR,Hire,PO-2025-7413,Purchase details for Asset 0063,"{""name"":""Dell Direct"",""email"":""sales@dell.com"",""type"":""Company""}",816.72,4 years,Combined,2030-05-08,Days,22793,INS000063,2028-04-14,11,Month,654.17,Declining Balance,2024-06-24,21.48,87,Lenovo,Chamod Randeni,Negombo test,7.1295,79.6,5,IT Equipment,Desktops,"Network,High Priority,Maintenance"
Asset 0064,Tangible assets,HP-MODEL-00064,SN-0000000064,TAG-000064,,6680.09,LKR,5855.19,USD,Lease,PO-2025-5382,Purchase details for Asset 0064,"{""name"":""Tech Solutions Inc"",""email"":""contact@techsolutions.com"",""type"":""Company""}",759.02,4 years,Usage based,2027-12-08,Cycles,30466,INS000064,2026-06-23,3,Year,1973.69,Declining Balance,2025-04-11,13.92,14,Lenovo,ffd,Negombo test,6.6327,80.3701,3,Furniture,Laptops,"Network,High Priority,Maintenance"
Asset 0065,Operating assets,DELL-MODEL-00065,SN-0000000065,TAG-000065,,5031.42,EUR,4472.94,GBP,Lease,PO-2025-5344,Purchase details for Asset 0065,"{""name"":""Lenovo Enterprise"",""email"":""business@lenovo.com"",""type"":""Company""}",734.23,1 years,Combined,2030-04-30,Days,28173,INS000065,2028-11-11,13,Day,330.55,Sum of the Years Digits,2024-04-21,28.78,48,Oracle,Chamod Randeni,Negombo test,6.7297,79.5054,1,Furniture,Desktops,"Hardware,Standard,Reserve"
Asset 0066,Operating assets,LEN-MODEL-00066,SN-0000000066,TAG-000066,,1900.12,USD,1706.23,USD,Purchase,PO-2025-2833,Purchase details for Asset 0066,"{""name"":""Apple Business"",""email"":""business@apple.com"",""type"":""Company""}",267.02,1 years,Combined,2028-12-05,Kilometers,19096,INS000066,2027-12-06,4,Day,408.27,Declining Balance,2024-04-04,11.16,46,Lenovo,Chamod Randeni,Negombo test,7.2196,80.0928,2,Furniture,Servers,"Hardware,Standard,Reserve"
Asset 0067,Operating assets,APPLE-MODEL-00067,SN-0000000067,TAG-000067,,1055.59,GBP,1000.47,USD,Rent,PO-2025-6789,Purchase details for Asset 0067,"{""name"":""Microsoft Corp"",""email"":""business@microsoft.com"",""type"":""Company""}",119.67,5 years,Usage based,2027-09-14,Cycles,13657,INS000067,2026-08-06,3,Year,311.97,Units of Production,2024-09-15,39.61,4,Microsoft,ffd,Negombo test,6.8328,79.9288,5,Network Equipment,Servers,"IT,Critical,Active"
Asset 0068,Tangible assets,DELL-MODEL-00068,SN-0000000068,TAG-000068,,6833.19,LKR,5895.26,GBP,Lease,PO-2025-9220,Purchase details for Asset 0068,"{""name"":""Tech Solutions Inc"",""email"":""contact@techsolutions.com"",""type"":""Company""}",833.18,5 years,Combined,2029-09-02,Kilometers,35768,INS000068,2027-07-15,12,Month,500.0,Straightline,2024-10-14,29.64,62,Lenovo,Chamod Randeni,Negombo test,6.8184,79.6646,4,Furniture,Desktops,"Software,Low Priority,Standby"
Asset 0069,Intangible assets,LEN-MODEL-00069,SN-0000000069,TAG-000069,,1529.55,EUR,1350.21,LKR,Purchase,PO-2025-8856,Purchase details for Asset 0069,"{""name"":""Apple Business"",""email"":""business@apple.com"",""type"":""Company""}",157.56,4 years,Time based,2027-09-23,Hours,17448,INS000069,2027-01-27,11,Hour,124.73,Sum of the Years Digits,2024-01-22,15.33,57,IBM,ffd,Negombo test,7.4718,79.7979,2,Machinery,Tablets,"Network,High Priority,Maintenance"
Asset 0070,Tangible assets,HP-MODEL-00070,SN-0000000070,TAG-000070,,2597.75,LKR,2337.43,LKR,Rent,PO-2025-3592,Purchase details for Asset 0070,"{""name"":""Dell Direct"",""email"":""sales@dell.com"",""type"":""Company""}",306.77,1 years,Combined,2027-07-03,Kilometers,25250,INS000070,2027-02-18,15,Year,152.73,Declining Balance,2025-08-17,20.75,8,HP Inc.,Chamod Randeni,Negombo test,6.9073,79.9565,1,Tools,Tablets,"Hardware,Standard,Reserve"
Asset 0071,Tangible assets,APPLE-MODEL-00071,SN-0000000071,TAG-000071,,6258.21,EUR,5341.23,LKR,Hire,PO-2025-4982,Purchase details for Asset 0071,"{""name"":""Lenovo Enterprise"",""email"":""business@lenovo.com"",""type"":""Company""}",919.39,4 years,Usage based,2028-09-30,Cycles,28211,INS000071,2026-10-04,6,Day,889.8,Declining Balance,2025-07-30,25.58,92,Apple Inc.,ffd,Negombo test,6.5022,80.2918,1,Tools,Desktops,"Hardware,Standard,Reserve"
Asset 0072,Operating assets,DELL-MODEL-00072,SN-0000000072,TAG-000072,,7096.26,LKR,6232.41,LKR,Purchase,PO-2025-4222,Purchase details for Asset 0072,"{""name"":""Microsoft Corp"",""email"":""business@microsoft.com"",""type"":""Company""}",962.91,4 years,Time based,2029-08-15,Hours,26505,INS000072,2028-02-05,14,Day,438.1,Straightline,2025-06-17,14.27,76,Lenovo,Chamod Randeni,Negombo test,7.3109,79.8565,5,Machinery,Routers,"Hardware,Standard,Reserve"
Asset 0073,Tangible assets,CISCO-MODEL-00073,SN-0000000073,TAG-000073,,4058.71,LKR,3487.14,LKR,Rent,PO-2025-4511,Purchase details for Asset 0073,"{""name"":""Dell Direct"",""email"":""sales@dell.com"",""type"":""Company""}",516.65,5 years,Combined,2028-06-04,Days,10075,INS000073,2026-01-21,4,Day,885.51,Straightline,2025-03-04,34.98,15,HP Inc.,Chamod Randeni,Negombo test,7.1688,79.8927,3,Network Equipment,Monitors,"IT,Critical,Active"
Asset 0074,Intangible assets,LEN-MODEL-00074,SN-0000000074,TAG-000074,,4798.86,LKR,4154.41,GBP,Lease,PO-2025-1845,Purchase details for Asset 0074,"{""name"":""Apple Business"",""email"":""business@apple.com"",""type"":""Company""}",572.22,1 years,Combined,2027-01-06,Days,44378,INS000074,2026-02-17,14,Day,301.9,Declining Balance,2025-06-13,22.17,93,HP Inc.,ffd,Negombo test,7.0013,80.4693,3,IT Equipment,Monitors,"Hardware,Standard,Reserve"
Asset 0075,Tangible assets,HP-MODEL-00075,SN-0000000075,TAG-000075,,5654.39,EUR,4887.1,EUR,Purchase,PO-2025-7297,Purchase details for Asset 0075,"{""name"":""Microsoft Corp"",""email"":""business@microsoft.com"",""type"":""Company""}",781.25,5 years,Combined,2027-11-21,Days,45852,INS000075,2026-08-31,11,Year,443.01,Declining Balance,2024-08-03,38.02,86,Cisco Systems,ffd,Negombo test,7.2289,79.9623,1,Furniture,Servers,"IT,Critical,Active"
Asset 0076,Operating assets,DELL-MODEL-00076,SN-0000000076,TAG-000076,,4469.09,USD,3829.36,LKR,Hire,PO-2025-2130,Purchase details for Asset 0076,"{""name"":""Apple Business"",""email"":""business@apple.com"",""type"":""Company""}",447.74,1 years,Usage based,2028-01-29,Cycles,12243,INS000076,2027-07-13,15,Day,268.09,Straightline,2025-01-15,24.0,90,SAP,Chamod Randeni,Negombo test,7.2808,80.366,5,Software,Servers,"Network,High Priority,Maintenance"
Asset 0077,Intangible assets,HP-MODEL-00077,SN-0000000077,TAG-000077,,1576.5,EUR,1384.31,GBP,Rent,PO-2025-3614,Purchase details for Asset 0077,"{""name"":""Tech Solutions Inc"",""email"":""contact@techsolutions.com"",""type"":""Company""}",195.86,5 years,Combined,2028-10-05,Hours,27496,INS000077,2026-05-24,6,Month,230.11,Units of Production,2024-10-12,20.74,6,Lenovo,Chamod Randeni,Negombo test,7.1348,80.0328,4,IT Equipment,Desktops,"IT,Critical,Active"
Asset 0078,Tangible assets,LEN-MODEL-00078,SN-0000000078,TAG-000078,,5253.55,EUR,4509.34,EUR,Lease,PO-2025-4401,Purchase details for Asset 0078,"{""name"":""Lenovo Enterprise"",""email"":""business@lenovo.com"",""type"":""Company""}",744.68,5 years,Time based,2029-04-03,Hours,26817,INS000078,2027-06-01,11,Hour,409.9,Units of Production,2025-01-22,21.18,81,Oracle,ffd,Negombo test,7.2719,79.8308,4,IT Equipment,Servers,"Software,Low Priority,Standby"
Asset 0079,Tangible assets,LEN-MODEL-00079,SN-0000000079,TAG-000079,,2882.81,EUR,2650.8,GBP,Hire,PO-2025-3331,Purchase details for Asset 0079,"{""name"":""Tech Solutions Inc"",""email"":""contact@techsolutions.com"",""type"":""Company""}",322.34,3 years,Combined,2028-02-05,Cycles,16673,INS000079,2026-09-05,10,Day,256.05,Declining Balance,2024-05-06,27.62,57,Microsoft,ffd,Negombo test,7.0839,79.6225,2,IT Equipment,Monitors,"Hardware,Standard,Reserve"
Asset 0080,Operating assets,APPLE-MODEL-00080,SN-0000000080,TAG-000080,,6672.93,EUR,6009.28,EUR,Hire,PO-2025-3721,Purchase details for Asset 0080,"{""name"":""Lenovo Enterprise"",""email"":""business@lenovo.com"",""type"":""Company""}",753.55,5 years,Usage based,2029-10-03,Hours,21270,INS000080,2028-04-20,5,Month,1183.88,Declining Balance,2024-05-02,32.85,75,Dell Inc.,ffd,Negombo test,7.3,79.5315,1,IT Equipment,Monitors,"Network,High Priority,Maintenance"
Asset 0081,Tangible assets,DELL-MODEL-00081,SN-0000000081,TAG-000081,,4316.01,EUR,3842.36,EUR,Hire,PO-2025-2811,Purchase details for Asset 0081,"{""name"":""HP Enterprise"",""email"":""enterprise@hp.com"",""type"":""Company""}",588.94,3 years,Usage based,2029-07-22,Hours,23958,INS000081,2028-12-01,5,Year,745.41,Straightline,2024-02-19,35.74,90,Cisco Systems,ffd,Negombo test,7.0158,80.0686,3,Network Equipment,Tablets,"Network,High Priority,Maintenance"
Asset 0082,Operating assets,HP-MODEL-00082,SN-0000000082,TAG-000082,,1975.95,GBP,1775.27,USD,Purchase,PO-2025-9223,Purchase details for Asset 0082,"{""name"":""Dell Direct"",""email"":""sales@dell.com"",""type"":""Company""}",238.67,2 years,Usage based,2028-12-16,Kilometers,9845,INS000082,2026-12-10,14,Hour,124.09,Units of Production,2025-11-19,34.16,15,SAP,Chamod Randeni,Negombo test,7.4641,79.5422,2,Electronics,Routers,"Network,High Priority,Maintenance"
Asset 0083,Operating assets,DELL-MODEL-00083,SN-0000000083,TAG-000083,,6187.41,USD,5278.38,EUR,Rent,PO-2025-3693,Purchase details for Asset 0083,"{""name"":""Tech Solutions Inc"",""email"":""contact@techsolutions.com"",""type"":""Company""}",663.13,2 years,Time based,2027-07-07,Hours,44118,INS000083,2026-07-18,15,Day,368.29,Declining Balance,2024-07-16,11.23,22,Apple Inc.,Chamod Randeni,Negombo test,7.1173,79.5319,5,IT Equipment,Laptops,"Software,Low Priority,Standby"
Asset 0084,Operating assets,HP-MODEL-00084,SN-0000000084,TAG-000084,,3894.46,EUR,3507.89,GBP,Rent,PO-2025-1984,Purchase details for Asset 0084,"{""name"":""Tech Solutions Inc"",""email"":""contact@techsolutions.com"",""type"":""Company""}",519.02,4 years,Combined,2030-10-07,Kilometers,29667,INS000084,2026-09-29,4,Year,843.86,Declining Balance,2024-12-04,30.94,54,IBM,Chamod Randeni,Negombo test,6.8799,80.3262,5,Software,Desktops,"Hardware,Standard,Reserve"
Asset 0085,Tangible assets,DELL-MODEL-00085,SN-0000000085,TAG-000085,,6791.18,EUR,6166.65,GBP,Purchase,PO-2025-4863,Purchase details for Asset 0085,"{""name"":""Cisco Systems"",""email"":""sales@cisco.com"",""type"":""Company""}",1014.53,2 years,Time based,2028-03-15,Kilometers,48739,INS000085,2027-02-20,3,Year,1925.55,Straightline,2024-10-17,34.41,84,Samsung,Chamod Randeni,Negombo test,6.6255,80.0991,2,Tools,Monitors,"Network,High Priority,Maintenance"
Asset 0086,Operating assets,LEN-MODEL-00086,SN-0000000086,TAG-000086,,7098.99,GBP,6077.15,EUR,Hire,PO-2025-1526,Purchase details for Asset 0086,"{""name"":""Apple Business"",""email"":""business@apple.com"",""type"":""Company""}",988.38,2 years,Combined,2028-10-08,Cycles,22363,INS000086,2028-12-22,8,Day,763.83,Straightline,2024-10-09,21.19,50,IBM,ffd,Negombo test,6.6348,80.3544,3,Machinery,Laptops,"IT,Critical,Active"
Asset 0087,Operating assets,APPLE-MODEL-00087,SN-0000000087,TAG-000087,,8092.19,USD,6891.82,GBP,Rent,PO-2025-1472,Purchase details for Asset 0087,"{""name"":""HP Enterprise"",""email"":""enterprise@hp.com"",""type"":""Company""}",1167.87,2 years,Combined,2029-05-12,Kilometers,11775,INS000087,2027-07-02,10,Day,692.43,Units of Production,2024-11-10,25.72,87,HP Inc.,ffd,Negombo test,6.6849,79.6791,4,Machinery,Tablets,"Network,High Priority,Maintenance"
Asset 0088,Intangible assets,DELL-MODEL-00088,SN-0000000088,TAG-000088,,9343.37,LKR,8152.8,GBP,Purchase,PO-2025-5825,Purchase details for Asset 0088,"{""name"":""Lenovo Enterprise"",""email"":""business@lenovo.com"",""type"":""Company""}",998.58,2 years,Usage based,2027-07-11,Kilometers,29010,INS000088,2028-07-23,4,Day,2086.2,Sum of the Years Digits,2024-02-15,24.26,95,IBM,Chamod Randeni,Negombo test,6.6718,79.7532,3,Tools,Servers,"Hardware,Standard,Reserve"
Asset 0089,Intangible assets,DELL-MODEL-00089,SN-0000000089,TAG-000089,,9317.7,USD,8276.27,USD,Rent,PO-2025-5317,Purchase details for Asset 0089,"{""name"":""Lenovo Enterprise"",""email"":""business@lenovo.com"",""type"":""Company""}",957.29,4 years,Combined,2028-08-27,Days,2483,INS000089,2028-08-11,11,Month,760.04,Units of Production,2025-04-04,13.06,91,Lenovo,ffd,Negombo test,7.0833,79.8973,5,Tools,Printers,"IT,Critical,Active"
Asset 0090,Intangible assets,LEN-MODEL-00090,SN-0000000090,TAG-000090,,4306.64,LKR,3725.29,LKR,Hire,PO-2025-6939,Purchase details for Asset 0090,"{""name"":""Tech Solutions Inc"",""email"":""contact@techsolutions.com"",""type"":""Company""}",572.94,4 years,Usage based,2028-12-10,Kilometers,5152,INS000090,2026-06-13,4,Month,933.43,Sum of the Years Digits,2024-03-21,32.85,1,IBM,ffd,Negombo test,6.5493,80.1487,1,Electronics,Printers,"Network,High Priority,Maintenance"
Asset 0091,Operating assets,LEN-MODEL-00091,SN-0000000091,TAG-000091,,5587.64,USD,5159.71,LKR,Hire,PO-2025-7310,Purchase details for Asset 0091,"{""name"":""Apple Business"",""email"":""business@apple.com"",""type"":""Company""}",667.36,3 years,Time based,2030-04-11,Kilometers,40733,INS000091,2028-07-31,5,Hour,984.06,Straightline,2025-04-04,30.36,50,Cisco Systems,Chamod Randeni,Negombo test,7.262,79.8176,4,Machinery,Routers,"Network,High Priority,Maintenance"
Asset 0092,Operating assets,HP-MODEL-00092,SN-0000000092,TAG-000092,,2216.18,LKR,1898.17,USD,Lease,PO-2025-4710,Purchase details for Asset 0092,"{""name"":""Apple Business"",""email"":""business@apple.com"",""type"":""Company""}",308.8,3 years,Time based,2028-04-14,Days,36648,INS000092,2027-09-23,13,Year,146.72,Declining Balance,2024-03-17,36.46,71,Oracle,ffd,Negombo test,6.9057,80.1385,3,IT Equipment,Laptops,"Hardware,Standard,Reserve"
Asset 0093,Intangible assets,DELL-MODEL-00093,SN-0000000093,TAG-000093,,5206.4,EUR,4506.28,EUR,Lease,PO-2025-1942,Purchase details for Asset 0093,"{""name"":""Cisco Systems"",""email"":""sales@cisco.com"",""type"":""Company""}",738.03,1 years,Usage based,2027-10-02,Days,23508,INS000093,2027-09-01,14,Year,319.17,Units of Production,2025-04-19,18.55,20,IBM,Chamod Randeni,Negombo test,6.5638,79.8927,3,IT Equipment,Servers,"Network,High Priority,Maintenance"
Asset 0094,Tangible assets,CISCO-MODEL-00094,SN-0000000094,TAG-000094,,4888.46,LKR,4458.72,EUR,Lease,PO-2025-6935,Purchase details for Asset 0094,"{""name"":""Microsoft Corp"",""email"":""business@microsoft.com"",""type"":""Company""}",685.29,2 years,Usage based,2030-08-16,Hours,27853,INS000094,2028-12-06,3,Hour,1401.06,Straightline,2024-12-10,21.01,83,Lenovo,Chamod Randeni,Negombo test,6.5008,80.164,2,Network Equipment,Routers,"IT,Critical,Active"
Asset 0095,Intangible assets,LEN-MODEL-00095,SN-0000000095,TAG-000095,,8151.7,LKR,6959.19,EUR,Lease,PO-2025-9887,Purchase details for Asset 0095,"{""name"":""Dell Direct"",""email"":""sales@dell.com"",""type"":""Company""}",897.69,2 years,Combined,2030-12-04,Days,40440,INS000095,2026-11-22,9,Hour,806.0,Sum of the Years Digits,2024-04-14,32.48,46,Lenovo,Chamod Randeni,Negombo test,6.7709,79.5757,2,Tools,Servers,"Network,High Priority,Maintenance"
Asset 0096,Intangible assets,LEN-MODEL-00096,SN-0000000096,TAG-000096,,2609.2,USD,2314.7,LKR,Hire,PO-2025-9285,Purchase details for Asset 0096,"{""name"":""Tech Solutions Inc"",""email"":""contact@techsolutions.com"",""type"":""Company""}",336.28,3 years,Time based,2030-12-20,Kilometers,33914,INS000096,2028-01-19,3,Month,757.64,Declining Balance,2025-08-19,34.25,45,Dell Inc.,Chamod Randeni,Negombo test,7.4307,79.5223,4,Tools,Tablets,"IT,Critical,Active"
Asset 0097,Intangible assets,DELL-MODEL-00097,SN-0000000097,TAG-000097,,6090.82,GBP,5522.66,LKR,Lease,PO-2025-3451,Purchase details for Asset 0097,"{""name"":""Microsoft Corp"",""email"":""business@microsoft.com"",""type"":""Company""}",716.31,4 years,Combined,2029-07-12,Days,12209,INS000097,2027-03-19,5,Month,1074.9,Units of Production,2024-04-24,13.94,8,HP Inc.,Chamod Randeni,Negombo test,7.497,80.226,1,Tools,Tablets,"IT,Critical,Active"
Asset 0098,Tangible assets,DELL-MODEL-00098,SN-0000000098,TAG-000098,,9340.05,GBP,8335.12,USD,Purchase,PO-2025-1865,Purchase details for Asset 0098,"{""name"":""Microsoft Corp"",""email"":""business@microsoft.com"",""type"":""Company""}",942.92,1 years,Combined,2028-04-23,Hours,9924,INS000098,2027-03-03,15,Month,559.81,Declining Balance,2024-07-12,39.57,71,Cisco Systems,Chamod Randeni,Negombo test,7.364,79.8289,1,Tools,Servers,"Software,Low Priority,Standby"
