item_name,item_description,category_name,item_category_type_name,type_name,unit_of_measure_name,purchase_price,purchase_price_currency_code,selling_price,selling_price_currency_code,max_inventory_level,min_inventory_level,re_order_level,low_stock_alert,over_stock_alert
Item 0214,Description for Item 0214,Manufacturing Parts,Spare Parts,Non-Perishable,Kilogram,754.58,EUR,1709.47,EUR,561,55,267,False,True
Item 0215,Description for Item 0215,IT Equipment,Consumables,Perishable,Piece,196.23,GBP,434.6,USD,1425,129,1058,False,True
Item 0216,Description for Item 0216,Medical Supplies,Spare Parts,Non-Perishable,Liter,314.88,USD,503.33,LKR,1808,187,540,True,False
Item 0217,Description for Item 0217,Electronics,Consumables,Perishable,Meter,674.75,USD,1362.52,USD,1462,71,1252,False,True
Item 0218,Description for Item 0218,Safety Equipment,Consumables,Non-Perishable,Kilogram,805.04,USD,1175.95,USD,967,132,524,False,False
Item 0219,Description for Item 0219,Furniture,Consumables,Perishable,Kilogram,850.87,USD,1897.85,EUR,757,172,218,False,True
Item 0220,Description for Item 0220,Laboratory Equipment,Consumables,Non-Perishable,Liter,849.2,EUR,1219.17,LKR,1961,139,1360,False,True
Item 0221,Description for Item 0221,IT Equipment,Consumables,Digital,Piece,212.72,USD,260.34,GBP,638,178,247,False,False
Item 0222,Description for Item 0222,Safety Equipment,Consumables,Non-Perishable,Kilogram,986.33,USD,2241.72,GBP,1291,126,876,True,False
Item 0223,Description for Item 0223,Furniture,Consumables,Non-Perishable,Liter,340.65,EUR,761.84,USD,1078,186,489,True,False
Item 0224,Description for Item 0224,Electronics,Consumables,Non-Perishable,Kilogram,445.94,EUR,873.05,GBP,1584,124,1109,True,True
Item 0225,Description for Item 0225,Electronics,Spare Parts,Digital,Meter,100.25,USD,229.89,EUR,917,105,313,True,True
Item 0226,Description for Item 0226,Consumables,Consumables,Digital,Kilogram,761.89,EUR,1621.52,USD,1667,144,1140,False,True
Item 0227,Description for Item 0227,Furniture,Spare Parts,Perishable,Liter,235.99,GBP,466.47,GBP,1163,194,985,False,False
Item 0228,Description for Item 0228,IT Equipment,Spare Parts,Digital,Piece,127.08,USD,202.68,USD,1595,59,740,True,False
Item 0229,Description for Item 0229,Office Supplies,Consumables,Non-Perishable,Kilogram,787.49,EUR,1828.37,USD,1455,80,1342,True,False
Item 0230,Description for Item 0230,IT Equipment,Consumables,Digital,Meter,994.01,USD,1777.15,EUR,1221,189,759,False,True
Item 0231,Description for Item 0231,IT Equipment,Consumables,Digital,Kilogram,561.43,LKR,1173.24,EUR,1952,170,546,False,True
Item 0232,Description for Item 0232,Consumables,Spare Parts,Digital,Piece,45.45,LKR,90.63,LKR,1505,178,1328,False,False
Item 0233,Description for Item 0233,Office Supplies,Spare Parts,Digital,Meter,993.19,EUR,2073.23,LKR,1807,182,1122,False,True
Item 0234,Description for Item 0234,Safety Equipment,Spare Parts,Digital,Kilogram,671.89,LKR,1113.54,EUR,555,93,174,True,True
Item 0235,Description for Item 0235,Tools,Consumables,Non-Perishable,Liter,546.01,USD,1010.17,EUR,999,166,721,False,False
Item 0236,Description for Item 0236,Medical Supplies,Consumables,Digital,Liter,82.89,EUR,106.68,GBP,1910,196,833,False,True
Item 0237,Description for Item 0237,Consumables,Spare Parts,Non-Perishable,Piece,776.5,USD,1132.79,EUR,716,84,306,True,False
Item 0238,Description for Item 0238,Safety Equipment,Spare Parts,Non-Perishable,Meter,444.75,GBP,871.05,LKR,969,139,419,False,True
Item 0239,Description for Item 0239,Safety Equipment,Consumables,Digital,Kilogram,684.67,GBP,1158.18,EUR,1930,199,1281,False,False
Item 0240,Description for Item 0240,Furniture,Consumables,Non-Perishable,Meter,980.77,GBP,1519.14,GBP,1287,109,950,True,False
Item 0241,Description for Item 0241,Laboratory Equipment,Spare Parts,Perishable,Kilogram,760.27,EUR,915.95,GBP,695,130,470,True,False
Item 0242,Description for Item 0242,IT Equipment,Spare Parts,Perishable,Piece,151.86,LKR,359.52,USD,1770,91,1172,False,False
Item 0243,Description for Item 0243,Laboratory Equipment,Consumables,Perishable,Liter,974.04,USD,1963.47,LKR,1012,84,548,False,False
Item 0244,Description for Item 0244,Electronics,Consumables,Perishable,Liter,384.86,GBP,514.91,EUR,955,159,702,True,False
Item 0245,Description for Item 0245,Tools,Consumables,Digital,Piece,663.89,GBP,1654.28,GBP,1463,169,1072,True,True
Item 0246,Description for Item 0246,Tools,Consumables,Digital,Liter,723.66,EUR,991.17,GBP,638,112,151,True,True
Item 0247,Description for Item 0247,Electronics,Spare Parts,Non-Perishable,Kilogram,955.14,LKR,1715.93,USD,519,106,184,False,False
Item 0248,Description for Item 0248,IT Equipment,Consumables,Non-Perishable,Kilogram,488.0,USD,1095.48,LKR,1193,60,176,False,True
Item 0249,Description for Item 0249,Medical Supplies,Consumables,Non-Perishable,Piece,280.25,USD,677.77,LKR,903,147,674,True,False
Item 0250,Description for Item 0250,Manufacturing Parts,Spare Parts,Perishable,Kilogram,380.22,GBP,694.28,USD,1571,195,1393,True,True
Item 0251,Description for Item 0251,IT Equipment,Spare Parts,Perishable,Kilogram,711.88,USD,1626.83,GBP,1887,114,305,True,True
Item 0252,Description for Item 0252,Laboratory Equipment,Spare Parts,Digital,Liter,396.77,GBP,922.38,GBP,1469,65,146,False,True
Item 0253,Description for Item 0253,Consumables,Spare Parts,Perishable,Liter,391.73,EUR,571.19,LKR,1787,83,509,False,False
Item 0254,Description for Item 0254,Medical Supplies,Consumables,Perishable,Piece,313.74,LKR,587.09,LKR,1624,91,1258,True,True
Item 0255,Description for Item 0255,Furniture,Consumables,Non-Perishable,Liter,383.44,LKR,926.27,GBP,531,183,326,True,True
Item 0256,Description for Item 0256,Laboratory Equipment,Consumables,Non-Perishable,Meter,283.76,USD,705.8,EUR,1489,147,1226,False,True
Item 0257,Description for Item 0257,Safety Equipment,Spare Parts,Perishable,Kilogram,272.94,GBP,533.5,EUR,1073,97,635,True,True
Item 0258,Description for Item 0258,Electronics,Consumables,Digital,Kilogram,976.45,LKR,1182.22,EUR,1961,116,1425,True,True
Item 0259,Description for Item 0259,Electronics,Spare Parts,Non-Perishable,Liter,845.89,EUR,1868.78,USD,1561,102,278,False,True
Item 0260,Description for Item 0260,Manufacturing Parts,Spare Parts,Perishable,Kilogram,427.67,LKR,1036.36,GBP,535,165,396,True,True
Item 0261,Description for Item 0261,IT Equipment,Spare Parts,Digital,Meter,407.74,EUR,717.94,USD,1981,61,1311,False,False
Item 0262,Description for Item 0262,Manufacturing Parts,Spare Parts,Digital,Meter,925.39,LKR,1568.6,LKR,1287,121,337,True,False
Item 0263,Description for Item 0263,Furniture,Consumables,Digital,Liter,659.7,USD,1117.24,GBP,1068,103,268,True,True
Item 0264,Description for Item 0264,Tools,Consumables,Non-Perishable,Piece,440.28,LKR,715.29,EUR,1846,183,1357,False,False
Item 0265,Description for Item 0265,Medical Supplies,Consumables,Perishable,Liter,949.64,EUR,2065.04,GBP,1911,167,281,False,True
Item 0266,Description for Item 0266,Tools,Spare Parts,Digital,Kilogram,556.42,EUR,983.58,EUR,1269,106,575,False,True
Item 0267,Description for Item 0267,Safety Equipment,Spare Parts,Digital,Piece,641.76,EUR,867.27,EUR,1199,55,481,True,True
Item 0268,Description for Item 0268,Medical Supplies,Spare Parts,Perishable,Kilogram,439.64,USD,999.47,GBP,908,54,796,True,False
Item 0269,Description for Item 0269,Office Supplies,Spare Parts,Digital,Meter,666.1,EUR,852.04,GBP,1839,162,354,False,False
Item 0270,Description for Item 0270,Safety Equipment,Consumables,Perishable,Meter,75.66,GBP,113.17,LKR,1235,126,566,False,True
Item 0271,Description for Item 0271,Office Supplies,Consumables,Non-Perishable,Meter,372.0,USD,767.43,USD,1813,160,769,False,False
Item 0272,Description for Item 0272,IT Equipment,Spare Parts,Non-Perishable,Kilogram,435.9,LKR,936.71,USD,1200,112,422,True,False
Item 0273,Description for Item 0273,Tools,Spare Parts,Non-Perishable,Kilogram,195.02,EUR,266.58,USD,1149,153,750,True,False
Item 0274,Description for Item 0274,Laboratory Equipment,Spare Parts,Digital,Meter,292.85,EUR,487.34,LKR,814,103,120,True,True
Item 0275,Description for Item 0275,Safety Equipment,Spare Parts,Non-Perishable,Liter,53.51,EUR,95.3,USD,1643,151,1256,False,False
Item 0276,Description for Item 0276,Manufacturing Parts,Consumables,Perishable,Meter,887.73,LKR,1255.68,GBP,1457,166,1280,True,True
Item 0277,Description for Item 0277,Safety Equipment,Consumables,Digital,Piece,865.0,LKR,2067.78,LKR,1184,136,543,True,True
Item 0278,Description for Item 0278,Tools,Consumables,Non-Perishable,Meter,683.87,USD,1360.45,LKR,1062,168,595,False,False
Item 0279,Description for Item 0279,Laboratory Equipment,Consumables,Non-Perishable,Kilogram,831.54,LKR,1459.09,EUR,1222,63,977,False,False
Item 0280,Description for Item 0280,Safety Equipment,Consumables,Non-Perishable,Piece,482.46,GBP,789.26,EUR,1702,82,1470,True,False
Item 0281,Description for Item 0281,IT Equipment,Consumables,Digital,Meter,976.68,GBP,2247.87,GBP,1371,87,479,True,False
Item 0282,Description for Item 0282,Medical Supplies,Consumables,Perishable,Piece,481.37,USD,1070.24,GBP,1509,122,1087,False,False
Item 0283,Description for Item 0283,Safety Equipment,Spare Parts,Digital,Piece,553.94,LKR,783.6,EUR,1299,126,771,False,False
Item 0284,Description for Item 0284,Medical Supplies,Spare Parts,Perishable,Kilogram,796.61,USD,1306.52,EUR,520,158,254,True,False
Item 0285,Description for Item 0285,Laboratory Equipment,Spare Parts,Digital,Kilogram,583.19,LKR,1254.08,GBP,1868,188,1072,True,True
Item 0286,Description for Item 0286,Consumables,Consumables,Perishable,Meter,557.74,GBP,1227.74,USD,649,118,482,False,False
Item 0287,Description for Item 0287,Tools,Spare Parts,Non-Perishable,Kilogram,366.56,GBP,572.4,LKR,1785,189,412,True,False
Item 0288,Description for Item 0288,Tools,Consumables,Digital,Piece,53.53,LKR,84.31,USD,1576,99,1188,True,True
Item 0289,Description for Item 0289,Laboratory Equipment,Spare Parts,Perishable,Kilogram,48.13,EUR,94.71,EUR,856,90,579,False,False
Item 0290,Description for Item 0290,Consumables,Consumables,Perishable,Kilogram,278.87,LKR,573.79,LKR,1625,140,902,True,False
Item 0291,Description for Item 0291,Tools,Consumables,Non-Perishable,Kilogram,319.28,GBP,446.54,GBP,1691,113,239,False,False
Item 0292,Description for Item 0292,Electronics,Consumables,Perishable,Kilogram,587.19,LKR,986.41,LKR,880,95,467,False,True
Item 0293,Description for Item 0293,Tools,Spare Parts,Digital,Liter,344.55,LKR,683.62,USD,795,121,203,False,True
Item 0294,Description for Item 0294,Consumables,Consumables,Perishable,Meter,791.86,LKR,1423.31,EUR,1050,86,187,True,False
Item 0295,Description for Item 0295,Manufacturing Parts,Consumables,Digital,Meter,107.21,EUR,148.02,EUR,835,77,159,True,True
Item 0296,Description for Item 0296,Tools,Spare Parts,Non-Perishable,Meter,177.28,LKR,231.6,GBP,804,148,325,False,False
Item 0297,Description for Item 0297,Office Supplies,Consumables,Non-Perishable,Kilogram,254.34,LKR,506.93,USD,1534,124,273,False,True
Item 0298,Description for Item 0298,Furniture,Spare Parts,Perishable,Liter,838.62,USD,1525.9,GBP,563,70,108,False,False
Item 0299,Description for Item 0299,Electronics,Spare Parts,Perishable,Kilogram,941.28,LKR,1628.51,EUR,923,83,246,True,False
Item 0300,Description for Item 0300,Electronics,Consumables,Perishable,Meter,192.9,GBP,375.17,GBP,1395,200,239,False,False
Item 0301,Description for Item 0301,Medical Supplies,Spare Parts,Non-Perishable,Kilogram,278.39,GBP,626.18,USD,1327,57,527,True,False
Item 0302,Description for Item 0302,Safety Equipment,Consumables,Digital,Kilogram,44.95,LKR,86.06,USD,1945,199,1728,True,True
Item 0303,Description for Item 0303,Medical Supplies,Consumables,Digital,Piece,779.76,GBP,1879.73,EUR,1103,86,329,True,True
Item 0304,Description for Item 0304,Furniture,Consumables,Non-Perishable,Piece,670.48,LKR,1093.32,EUR,1905,70,1741,True,False
Item 0305,Description for Item 0305,Consumables,Consumables,Non-Perishable,Meter,690.14,GBP,1221.49,USD,1027,133,695,True,False
Item 0306,Description for Item 0306,Manufacturing Parts,Consumables,Digital,Kilogram,246.62,GBP,388.87,USD,972,68,865,True,True
Item 0307,Description for Item 0307,Electronics,Spare Parts,Digital,Liter,557.57,EUR,1078.35,LKR,1605,51,872,False,False
Item 0308,Description for Item 0308,Manufacturing Parts,Spare Parts,Digital,Liter,475.5,EUR,642.74,GBP,1061,73,760,False,False
Item 0309,Description for Item 0309,Electronics,Spare Parts,Perishable,Liter,270.95,GBP,643.41,GBP,1552,111,1396,True,False
Item 0310,Description for Item 0310,Furniture,Consumables,Non-Perishable,Liter,122.63,USD,266.74,LKR,1888,163,1402,False,False
Item 0311,Description for Item 0311,Laboratory Equipment,Consumables,Perishable,Kilogram,981.74,GBP,2414.84,EUR,1293,54,468,True,True
Item 0312,Description for Item 0312,Office Supplies,Consumables,Digital,Meter,149.8,LKR,283.12,USD,1246,62,1000,True,False
Item 0313,Description for Item 0313,Consumables,Consumables,Non-Perishable,Piece,436.02,LKR,1009.45,LKR,1267,96,1047,True,False
Item 0314,Description for Item 0314,Electronics,Spare Parts,Perishable,Kilogram,726.77,EUR,1446.8,GBP,1996,107,1036,False,True
Item 0315,Description for Item 0315,IT Equipment,Spare Parts,Non-Perishable,Liter,18.63,LKR,40.32,EUR,1180,58,487,True,False
Item 0316,Description for Item 0316,Electronics,Consumables,Perishable,Meter,607.62,GBP,1299.94,GBP,838,85,180,True,False
Item 0317,Description for Item 0317,Manufacturing Parts,Spare Parts,Perishable,Liter,942.88,USD,2292.21,EUR,795,128,675,True,True
Item 0318,Description for Item 0318,Manufacturing Parts,Consumables,Perishable,Kilogram,856.1,EUR,1490.94,EUR,1334,102,921,False,True
Item 0319,Description for Item 0319,Furniture,Consumables,Perishable,Liter,594.78,EUR,898.18,GBP,1852,108,298,False,False
Item 0320,Description for Item 0320,IT Equipment,Consumables,Perishable,Meter,436.51,GBP,754.61,USD,1345,134,1131,True,True
Item 0321,Description for Item 0321,Medical Supplies,Consumables,Digital,Piece,676.38,GBP,1123.52,GBP,784,124,350,False,False
Item 0322,Description for Item 0322,Furniture,Consumables,Digital,Kilogram,204.1,GBP,501.7,EUR,1334,167,679,True,False
Item 0323,Description for Item 0323,Safety Equipment,Consumables,Perishable,Liter,783.25,EUR,1166.17,LKR,688,199,215,False,False
Item 0324,Description for Item 0324,Laboratory Equipment,Consumables,Perishable,Meter,603.05,USD,1303.17,LKR,1640,110,501,False,True
Item 0325,Description for Item 0325,Electronics,Consumables,Non-Perishable,Liter,244.42,GBP,473.9,LKR,517,90,228,True,True
Item 0326,Description for Item 0326,Electronics,Spare Parts,Non-Perishable,Liter,319.9,USD,699.21,GBP,1520,74,686,False,False
Item 0327,Description for Item 0327,Medical Supplies,Consumables,Perishable,Kilogram,736.62,EUR,1193.18,EUR,863,84,506,True,False
Item 0328,Description for Item 0328,Medical Supplies,Spare Parts,Non-Perishable,Liter,917.4,GBP,2049.97,LKR,697,63,574,True,True
Item 0329,Description for Item 0329,Manufacturing Parts,Spare Parts,Non-Perishable,Liter,970.3,USD,1842.69,EUR,645,197,335,True,False
Item 0330,Description for Item 0330,Manufacturing Parts,Spare Parts,Perishable,Kilogram,779.27,EUR,1729.74,GBP,1226,196,1119,False,False
Item 0331,Description for Item 0331,Furniture,Consumables,Non-Perishable,Meter,983.83,EUR,1546.72,GBP,1414,138,634,False,True
Item 0332,Description for Item 0332,Tools,Spare Parts,Perishable,Kilogram,972.68,USD,1895.47,LKR,1300,167,910,False,False
Item 0333,Description for Item 0333,Furniture,Consumables,Non-Perishable,Kilogram,499.51,GBP,659.97,GBP,1781,142,1376,True,False
Item 0334,Description for Item 0334,Safety Equipment,Consumables,Non-Perishable,Liter,781.11,LKR,1807.02,GBP,1920,53,1073,True,True
Item 0335,Description for Item 0335,Manufacturing Parts,Consumables,Non-Perishable,Piece,665.03,LKR,1189.9,LKR,1024,113,442,True,True
Item 0336,Description for Item 0336,Manufacturing Parts,Spare Parts,Digital,Liter,584.47,LKR,1052.0,GBP,1111,53,882,True,True
Item 0337,Description for Item 0337,Tools,Consumables,Perishable,Kilogram,507.57,GBP,1233.48,USD,1489,62,1315,True,True
Item 0338,Description for Item 0338,Furniture,Spare Parts,Perishable,Liter,789.93,EUR,1811.57,GBP,745,159,545,False,True
Item 0339,Description for Item 0339,Laboratory Equipment,Consumables,Non-Perishable,Kilogram,32.22,EUR,43.66,LKR,1767,63,994,True,True
Item 0340,Description for Item 0340,Laboratory Equipment,Spare Parts,Perishable,Piece,334.25,USD,726.03,LKR,1866,153,759,False,False
Item 0341,Description for Item 0341,Medical Supplies,Spare Parts,Digital,Liter,718.87,GBP,1782.8,GBP,614,181,416,True,False
Item 0342,Description for Item 0342,Manufacturing Parts,Consumables,Non-Perishable,Kilogram,655.37,USD,1570.96,LKR,1879,162,1340,True,False
Item 0343,Description for Item 0343,Laboratory Equipment,Spare Parts,Digital,Liter,12.37,GBP,14.92,GBP,558,192,369,False,False
Item 0344,Description for Item 0344,Laboratory Equipment,Spare Parts,Digital,Meter,104.4,GBP,152.58,USD,1020,70,137,False,True
Item 0345,Description for Item 0345,Electronics,Consumables,Non-Perishable,Piece,720.25,USD,1464.28,EUR,1085,84,112,False,True
Item 0346,Description for Item 0346,Tools,Spare Parts,Digital,Liter,831.49,USD,1027.05,EUR,1909,129,1017,False,False
Item 0347,Description for Item 0347,Tools,Spare Parts,Non-Perishable,Piece,40.45,EUR,95.18,EUR,1795,118,242,False,False
Item 0348,Description for Item 0348,Consumables,Consumables,Non-Perishable,Meter,911.01,USD,1166.87,GBP,1229,193,574,True,False
Item 0349,Description for Item 0349,Consumables,Spare Parts,Digital,Meter,622.17,LKR,1167.03,GBP,938,170,455,False,False
Item 0350,Description for Item 0350,Office Supplies,Spare Parts,Digital,Piece,308.54,GBP,540.0,USD,1502,127,907,False,False
Item 0351,Description for Item 0351,Tools,Consumables,Digital,Liter,40.77,USD,84.19,EUR,1908,148,357,False,True
Item 0352,Description for Item 0352,Consumables,Consumables,Digital,Liter,740.85,EUR,1721.46,USD,1730,112,869,True,True
Item 0353,Description for Item 0353,Manufacturing Parts,Consumables,Perishable,Liter,927.8,LKR,2082.77,LKR,1206,176,830,False,False
