name,asset_type_name,category_name,sub_category_name,asset_description,asset_details
Asset 00113,Non-operating assets,Furniture,Monitors,"Description for Asset 00113, Non-operating assets in Furniture category","[{""details"": ""Extended warranty coverage included"", ""detailtype"": ""License""}, {""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""Installation""}, {""details"": ""Certified by manufacturer"", ""detailtype"": ""Configuration""}]"
Asset 00114,Tangible assets,IT Equipment,Routers,"Description for Asset 00114, Tangible assets in IT Equipment category","[{""details"": ""Energy efficient model"", ""detailtype"": ""Specification""}]"
Asset 00115,Tangible assets,Furniture,Monitors,"Description for Asset 00115, Tangible assets in Furniture category","[{""details"": ""Standard configuration with all required components"", ""detailtype"": ""Specification""}, {""details"": ""Standard configuration with all required components"", ""detailtype"": ""License""}, {""details"": ""Standard configuration with all required components"", ""detailtype"": ""Configuration""}]"
Asset 00116,Operating assets,IT Equipment,Routers,"Description for Asset 00116, Operating assets in IT Equipment category","[{""details"": ""Certified by manufacturer"", ""detailtype"": ""Maintenance""}, {""details"": ""Certified by manufacturer"", ""detailtype"": ""Warranty Info""}]"
Asset 00117,Operating assets,Machinery,Monitors,"Description for Asset 00117, Operating assets in Machinery category","[{""details"": ""Optimized for performance"", ""detailtype"": ""Configuration""}, {""details"": ""Compliant with industry standards"", ""detailtype"": ""Configuration""}]"
Asset 00118,Non-operating assets,IT Equipment,Servers,"Description for Asset 00118, Non-operating assets in IT Equipment category","[{""details"": ""Licensed for enterprise use"", ""detailtype"": ""Specification""}]"
Asset 00119,Operating assets,Software,Switches,"Description for Asset 00119, Operating assets in Software category","[{""details"": ""Professional installation and setup completed"", ""detailtype"": ""Configuration""}]"
Asset 00120,Non-operating assets,Office Equipment,Tablets,"Description for Asset 00120, Non-operating assets in Office Equipment category","[{""details"": ""Certified by manufacturer"", ""detailtype"": ""Maintenance""}, {""details"": ""Licensed for enterprise use"", ""detailtype"": ""Installation""}]"
Asset 00121,Current assets,IT Equipment,Switches,"Description for Asset 00121, Current assets in IT Equipment category","[{""details"": ""Regular maintenance schedule established"", ""detailtype"": ""Warranty Info""}, {""details"": ""Energy efficient model"", ""detailtype"": ""Maintenance""}, {""details"": ""Standard configuration with all required components"", ""detailtype"": ""Warranty Info""}]"
Asset 00122,Operating assets,Furniture,Tablets,"Description for Asset 00122, Operating assets in Furniture category","[{""details"": ""Professional installation and setup completed"", ""detailtype"": ""License""}]"
Asset 00123,Fixed assets,Machinery,Switches,"Description for Asset 00123, Fixed assets in Machinery category","[{""details"": ""Energy efficient model"", ""detailtype"": ""Configuration""}]"
Asset 00124,Fixed assets,Vehicles,Switches,"Description for Asset 00124, Fixed assets in Vehicles category","[{""details"": ""Standard configuration with all required components"", ""detailtype"": ""License""}, {""details"": ""Optimized for performance"", ""detailtype"": ""Installation""}]"
Asset 00125,Current assets,Furniture,Phones,"Description for Asset 00125, Current assets in Furniture category","[{""details"": ""Licensed for enterprise use"", ""detailtype"": ""License""}, {""details"": ""Professional installation and setup completed"", ""detailtype"": ""Maintenance""}]"
Asset 00126,Intangible assets,Office Equipment,Servers,"Description for Asset 00126, Intangible assets in Office Equipment category","[{""details"": ""Extended warranty coverage included"", ""detailtype"": ""Specification""}, {""details"": ""Certified by manufacturer"", ""detailtype"": ""Warranty Info""}]"
Asset 00127,Tangible assets,Electronics,Desktops,"Description for Asset 00127, Tangible assets in Electronics category","[{""details"": ""Optimized for performance"", ""detailtype"": ""License""}]"
Asset 00128,Current assets,Office Equipment,Monitors,"Description for Asset 00128, Current assets in Office Equipment category","[{""details"": ""Optimized for performance"", ""detailtype"": ""Installation""}, {""details"": ""Regular maintenance schedule established"", ""detailtype"": ""Installation""}]"
Asset 00129,Non-operating assets,IT Equipment,Desktops,"Description for Asset 00129, Non-operating assets in IT Equipment category","[{""details"": ""Energy efficient model"", ""detailtype"": ""Maintenance""}]"
Asset 00130,Current assets,IT Equipment,Phones,"Description for Asset 00130, Current assets in IT Equipment category","[{""details"": ""Standard configuration with all required components"", ""detailtype"": ""Configuration""}, {""details"": ""Professional installation and setup completed"", ""detailtype"": ""Warranty Info""}]"
Asset 00131,Current assets,Software,Phones,"Description for Asset 00131, Current assets in Software category","[{""details"": ""Certified by manufacturer"", ""detailtype"": ""Maintenance""}, {""details"": ""Licensed for enterprise use"", ""detailtype"": ""Maintenance""}]"
Asset 00132,Non-operating assets,IT Equipment,Tablets,"Description for Asset 00132, Non-operating assets in IT Equipment category","[{""details"": ""Standard configuration with all required components"", ""detailtype"": ""License""}, {""details"": ""Extended warranty coverage included"", ""detailtype"": ""Maintenance""}, {""details"": ""Optimized for performance"", ""detailtype"": ""Maintenance""}]"
Asset 00133,Non-operating assets,Furniture,Routers,"Description for Asset 00133, Non-operating assets in Furniture category","[{""details"": ""Extended warranty coverage included"", ""detailtype"": ""Specification""}]"
Asset 00134,Intangible assets,Machinery,Laptops,"Description for Asset 00134, Intangible assets in Machinery category","[{""details"": ""Energy efficient model"", ""detailtype"": ""Maintenance""}]"
Asset 00135,Operating assets,Software,Servers,"Description for Asset 00135, Operating assets in Software category","[{""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""Maintenance""}, {""details"": ""Compliant with industry standards"", ""detailtype"": ""Maintenance""}]"
Asset 00136,Fixed assets,Vehicles,Routers,"Description for Asset 00136, Fixed assets in Vehicles category","[{""details"": ""Regular maintenance schedule established"", ""detailtype"": ""Configuration""}, {""details"": ""Licensed for enterprise use"", ""detailtype"": ""Warranty Info""}, {""details"": ""Licensed for enterprise use"", ""detailtype"": ""License""}]"
Asset 00137,Tangible assets,Software,Switches,"Description for Asset 00137, Tangible assets in Software category","[{""details"": ""Energy efficient model"", ""detailtype"": ""Specification""}]"
Asset 00138,Operating assets,Machinery,Desktops,"Description for Asset 00138, Operating assets in Machinery category","[{""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""License""}, {""details"": ""Extended warranty coverage included"", ""detailtype"": ""License""}]"
Asset 00139,Intangible assets,Furniture,Switches,"Description for Asset 00139, Intangible assets in Furniture category","[{""details"": ""Certified by manufacturer"", ""detailtype"": ""License""}]"
Asset 00140,Tangible assets,Network Equipment,Printers,"Description for Asset 00140, Tangible assets in Network Equipment category","[{""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""Installation""}]"
Asset 00141,Tangible assets,Office Equipment,Monitors,"Description for Asset 00141, Tangible assets in Office Equipment category","[{""details"": ""Compliant with industry standards"", ""detailtype"": ""Maintenance""}, {""details"": ""Licensed for enterprise use"", ""detailtype"": ""Installation""}]"
Asset 00142,Current assets,Machinery,Printers,"Description for Asset 00142, Current assets in Machinery category","[{""details"": ""Regular maintenance schedule established"", ""detailtype"": ""License""}, {""details"": ""Compliant with industry standards"", ""detailtype"": ""Specification""}, {""details"": ""Compliant with industry standards"", ""detailtype"": ""License""}]"
Asset 00143,Operating assets,Tools,Laptops,"Description for Asset 00143, Operating assets in Tools category","[{""details"": ""Standard configuration with all required components"", ""detailtype"": ""Maintenance""}, {""details"": ""Standard configuration with all required components"", ""detailtype"": ""Maintenance""}]"
Asset 00144,Tangible assets,Network Equipment,Phones,"Description for Asset 00144, Tangible assets in Network Equipment category","[{""details"": ""Licensed for enterprise use"", ""detailtype"": ""Specification""}, {""details"": ""Licensed for enterprise use"", ""detailtype"": ""Maintenance""}, {""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""Warranty Info""}]"
Asset 00145,Intangible assets,Furniture,Phones,"Description for Asset 00145, Intangible assets in Furniture category","[{""details"": ""Standard configuration with all required components"", ""detailtype"": ""License""}, {""details"": ""Energy efficient model"", ""detailtype"": ""Warranty Info""}]"
Asset 00146,Current assets,Network Equipment,Tablets,"Description for Asset 00146, Current assets in Network Equipment category","[{""details"": ""Regular maintenance schedule established"", ""detailtype"": ""Installation""}]"
Asset 00147,Intangible assets,Machinery,Routers,"Description for Asset 00147, Intangible assets in Machinery category","[{""details"": ""Energy efficient model"", ""detailtype"": ""Configuration""}, {""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""Installation""}]"
Asset 00148,Tangible assets,Network Equipment,Phones,"Description for Asset 00148, Tangible assets in Network Equipment category","[{""details"": ""Standard configuration with all required components"", ""detailtype"": ""Installation""}]"
Asset 00149,Non-operating assets,Machinery,Phones,"Description for Asset 00149, Non-operating assets in Machinery category","[{""details"": ""Certified by manufacturer"", ""detailtype"": ""Warranty Info""}, {""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""Maintenance""}, {""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""License""}]"
