name,asset_category_name,description,is_active
Sub Category 583,Category 83,Description for sub category 583,1
Sub Category 584,Category 84,Description for sub category 584,1
Sub Category 585,Category 85,Description for sub category 585,1
Sub Category 586,Category 86,Description for sub category 586,1
Sub Category 587,Category 87,Description for sub category 587,1
Sub Category 588,Category 88,Description for sub category 588,1
Sub Category 589,Category 89,Description for sub category 589,1
Sub Category 590,Category 90,Description for sub category 590,1
Sub Category 591,Category 91,Description for sub category 591,1
Sub Category 592,Category 92,Description for sub category 592,1
Sub Category 593,Category 93,Description for sub category 593,1
Sub Category 594,Category 94,Description for sub category 594,1
Sub Category 595,Category 95,Description for sub category 595,1
Sub Category 596,Category 96,Description for sub category 596,1
Sub Category 597,Category 97,Description for sub category 597,1
Sub Category 598,Category 98,Description for sub category 598,1
Sub Category 599,Category 99,Description for sub category 599,1
Sub Category 600,Category 100,Description for sub category 600,1
Sub Category 601,Category 1,Description for sub category 601,1
Sub Category 602,Category 2,Description for sub category 602,1
Sub Category 603,Category 3,Description for sub category 603,1
Sub Category 604,Category 4,Description for sub category 604,1
Sub Category 605,Category 5,Description for sub category 605,1
Sub Category 606,Category 6,Description for sub category 606,1
Sub Category 607,Category 7,Description for sub category 607,1
Sub Category 608,Category 8,Description for sub category 608,1
Sub Category 609,Category 9,Description for sub category 609,1
Sub Category 610,Category 10,Description for sub category 610,1
Sub Category 611,Category 11,Description for sub category 611,1
Sub Category 612,Category 12,Description for sub category 612,1
Sub Category 613,Category 13,Description for sub category 613,1
Sub Category 614,Category 14,Description for sub category 614,1
Sub Category 615,Category 15,Description for sub category 615,1
Sub Category 616,Category 16,Description for sub category 616,1
Sub Category 617,Category 17,Description for sub category 617,1
Sub Category 618,Category 18,Description for sub category 618,1
Sub Category 619,Category 19,Description for sub category 619,1
Sub Category 620,Category 20,Description for sub category 620,1
Sub Category 621,Category 21,Description for sub category 621,1
Sub Category 622,Category 22,Description for sub category 622,1
Sub Category 623,Category 23,Description for sub category 623,1
Sub Category 624,Category 24,Description for sub category 624,1
Sub Category 625,Category 25,Description for sub category 625,1
Sub Category 626,Category 26,Description for sub category 626,1
Sub Category 627,Category 27,Description for sub category 627,1
Sub Category 628,Category 28,Description for sub category 628,1
Sub Category 629,Category 29,Description for sub category 629,1
Sub Category 630,Category 30,Description for sub category 630,1
Sub Category 631,Category 31,Description for sub category 631,1
Sub Category 632,Category 32,Description for sub category 632,1
Sub Category 633,Category 33,Description for sub category 633,1
Sub Category 634,Category 34,Description for sub category 634,1
Sub Category 635,Category 35,Description for sub category 635,1
Sub Category 636,Category 36,Description for sub category 636,1
Sub Category 637,Category 37,Description for sub category 637,1
Sub Category 638,Category 38,Description for sub category 638,1
Sub Category 639,Category 39,Description for sub category 639,1
Sub Category 640,Category 40,Description for sub category 640,1
Sub Category 641,Category 41,Description for sub category 641,1
Sub Category 642,Category 42,Description for sub category 642,1
Sub Category 643,Category 43,Description for sub category 643,1
Sub Category 644,Category 44,Description for sub category 644,1
Sub Category 645,Category 45,Description for sub category 645,1
Sub Category 646,Category 46,Description for sub category 646,1
Sub Category 647,Category 47,Description for sub category 647,1
Sub Category 648,Category 48,Description for sub category 648,1
Sub Category 649,Category 49,Description for sub category 649,1
Sub Category 650,Category 50,Description for sub category 650,1
Sub Category 651,Category 51,Description for sub category 651,1
Sub Category 652,Category 52,Description for sub category 652,1
Sub Category 653,Category 53,Description for sub category 653,1
Sub Category 654,Category 54,Description for sub category 654,1
Sub Category 655,Category 55,Description for sub category 655,1
Sub Category 656,Category 56,Description for sub category 656,1
Sub Category 657,Category 57,Description for sub category 657,1
Sub Category 658,Category 58,Description for sub category 658,1
Sub Category 659,Category 59,Description for sub category 659,1
Sub Category 660,Category 60,Description for sub category 660,1
Sub Category 661,Category 61,Description for sub category 661,1
Sub Category 662,Category 62,Description for sub category 662,1
Sub Category 663,Category 63,Description for sub category 663,1
Sub Category 664,Category 64,Description for sub category 664,1
Sub Category 665,Category 65,Description for sub category 665,1
Sub Category 666,Category 66,Description for sub category 666,1
Sub Category 667,Category 67,Description for sub category 667,1
Sub Category 668,Category 68,Description for sub category 668,1
Sub Category 669,Category 69,Description for sub category 669,1
Sub Category 670,Category 70,Description for sub category 670,1
Sub Category 671,Category 71,Description for sub category 671,1
Sub Category 672,Category 72,Description for sub category 672,1
Sub Category 673,Category 73,Description for sub category 673,1
Sub Category 674,Category 74,Description for sub category 674,1
Sub Category 675,Category 75,Description for sub category 675,1
Sub Category 676,Category 76,Description for sub category 676,1
Sub Category 677,Category 77,Description for sub category 677,1
Sub Category 678,Category 78,Description for sub category 678,1
Sub Category 679,Category 79,Description for sub category 679,1
Sub Category 680,Category 80,Description for sub category 680,1
Sub Category 681,Category 81,Description for sub category 681,1
Sub Category 682,Category 82,Description for sub category 682,1
Sub Category 683,Category 83,Description for sub category 683,1
Sub Category 684,Category 84,Description for sub category 684,1
Sub Category 685,Category 85,Description for sub category 685,1
Sub Category 686,Category 86,Description for sub category 686,1
Sub Category 687,Category 87,Description for sub category 687,1
Sub Category 688,Category 88,Description for sub category 688,1
Sub Category 689,Category 89,Description for sub category 689,1
Sub Category 690,Category 90,Description for sub category 690,1
Sub Category 691,Category 91,Description for sub category 691,1
Sub Category 692,Category 92,Description for sub category 692,1
Sub Category 693,Category 93,Description for sub category 693,1
Sub Category 694,Category 94,Description for sub category 694,1
Sub Category 695,Category 95,Description for sub category 695,1
Sub Category 696,Category 96,Description for sub category 696,1
